"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 21 16:25:34 IST 2023","Fri Jul 21 16:25:47 IST 2023","12568","chromium","","","","","Browser context Playwright test",""
